0;1
0;2
0;4
0;6
0;7
0;9
0;10
0;11
0;16
0;17
0;19
0;20
0;21
0;23
0;25
0;26
0;27
0;28
0;29
0;30
0;31
0;34
0;35
0;36
0;37
0;39
0;40
0;43
0;46
0;48
0;49
1;2
1;3
1;6
1;7
1;8
1;9
1;11
1;12
1;17
1;23
1;25
1;26
1;28
1;29
1;30
1;34
1;35
1;37
1;38
1;39
1;40
1;42
1;45
1;47
1;49
2;3
2;4
2;6
2;7
2;8
2;9
2;11
2;12
2;13
2;17
2;22
2;25
2;26
2;28
2;29
2;30
2;34
2;35
2;37
2;38
2;39
2;40
2;42
2;45
2;47
2;49
3;6
3;7
3;8
3;9
3;11
3;12
3;13
3;24
3;25
3;26
3;29
3;30
3;34
3;35
3;37
3;38
3;42
3;45
3;47
3;49
4;6
4;7
4;9
4;10
4;11
4;16
4;17
4;19
4;20
4;21
4;22
4;23
4;24
4;26
4;27
4;28
4;29
4;30
4;31
4;32
4;34
4;35
4;36
4;37
4;39
4;40
4;43
4;46
4;47
4;48
4;49
5;10
5;16
5;18
5;19
5;20
5;21
5;27
5;31
5;32
5;33
5;44
5;46
5;48
6;7
6;8
6;9
6;11
6;12
6;17
6;22
6;24
6;26
6;29
6;30
6;34
6;35
6;37
6;38
6;39
6;40
6;42
6;43
6;45
6;47
6;49
7;9
7;10
7;11
7;12
7;17
7;19
7;20
7;21
7;23
7;24
7;25
7;26
7;27
7;28
7;29
7;30
7;31
7;34
7;35
7;36
7;37
7;39
7;40
7;43
7;45
7;46
7;47
7;48
7;49
8;9
8;12
8;13
8;29
8;30
8;34
8;37
8;38
8;42
8;45
8;47
9;11
9;12
9;17
9;23
9;24
9;25
9;26
9;27
9;28
9;29
9;30
9;34
9;35
9;37
9;38
9;39
9;40
9;42
9;45
9;47
9;49
10;16
10;17
10;18
10;19
10;20
10;21
10;26
10;27
10;28
10;31
10;32
10;33
10;36
10;39
10;40
10;44
10;46
10;48
10;49
11;12
11;17
11;19
11;21
11;23
11;24
11;25
11;26
11;27
11;28
11;29
11;30
11;34
11;35
11;37
11;39
11;40
11;42
11;43
11;45
11;46
11;47
11;49
12;25
12;26
12;28
12;29
12;30
12;34
12;35
12;37
12;38
12;39
12;42
12;45
12;47
12;49
13;38
13;42
13;47
14;15
14;16
14;18
14;33
15;33
16;17
16;18
16;19
16;21
16;27
16;31
16;32
16;33
16;36
16;40
16;46
16;48
17;19
17;20
17;21
17;23
17;25
17;26
17;27
17;28
17;29
17;30
17;31
17;34
17;35
17;36
17;37
17;39
17;40
17;43
17;46
17;48
17;49
18;20
18;31
18;33
18;36
18;48
19;20
19;21
19;23
19;26
19;27
19;28
19;31
19;32
19;36
19;39
19;40
19;43
19;44
19;46
19;48
19;49
20;21
20;23
20;25
20;26
20;27
20;28
20;31
20;36
20;39
20;44
20;46
20;48
20;49
21;23
21;26
21;27
21;28
21;31
21;32
21;36
21;39
21;40
21;43
21;44
21;46
21;48
21;49
22;40
22;42
22;47
23;24
23;25
23;26
23;27
23;28
23;29
23;30
23;31
23;34
23;37
23;39
23;40
23;43
23;44
23;45
23;48
23;49
24;25
24;26
24;27
24;29
24;30
24;34
24;37
24;39
24;43
24;44
24;47
24;49
25;26
25;27
25;28
25;29
25;30
25;34
25;35
25;37
25;39
25;45
25;47
25;49
26;27
26;28
26;29
26;30
26;31
26;34
26;35
26;37
26;39
26;40
26;43
26;44
26;45
26;46
26;47
26;48
26;49
27;28
27;30
27;31
27;34
27;35
27;36
27;37
27;39
27;40
27;43
27;44
27;46
27;48
27;49
28;29
28;30
28;31
28;34
28;35
28;36
28;37
28;39
28;40
28;43
28;45
28;46
28;48
28;49
29;30
29;34
29;35
29;37
29;38
29;39
29;40
29;42
29;45
29;47
29;49
30;34
30;35
30;37
30;38
30;39
30;40
30;42
30;45
30;47
30;49
31;35
31;36
31;39
31;40
31;43
31;46
31;48
31;49
32;33
32;46
32;48
33;48
34;35
34;37
34;38
34;39
34;40
34;42
34;45
34;47
34;49
35;37
35;39
35;40
35;45
35;47
35;49
36;39
36;40
36;48
36;49
37;38
37;39
37;40
37;42
37;45
37;47
37;49
38;42
38;45
38;47
39;40
39;43
39;45
39;46
39;47
39;48
39;49
40;43
40;45
40;46
40;47
40;48
40;49
42;45
42;47
43;44
43;46
43;48
43;49
44;46
44;48
45;47
45;49
46;48
46;49
47;49
48;49
50;52
50;58
50;65
50;75
50;76
50;77
50;86
51;54
51;56
51;58
51;63
51;65
51;74
51;75
51;78
51;85
51;86
51;91
51;97
52;58
52;65
52;76
52;77
52;86
53;59
53;69
53;80
53;81
53;82
53;89
53;90
53;92
53;94
53;99
54;56
54;58
54;63
54;65
54;72
54;73
54;74
54;75
54;76
54;77
54;78
54;86
54;91
54;97
54;123
54;126
54;133
55;61
55;63
55;66
55;67
55;73
55;78
55;84
55;88
55;90
55;91
55;92
55;94
55;95
55;96
55;97
55;99
56;63
56;65
56;70
56;75
56;78
56;85
56;86
56;91
56;126
56;127
56;138
57;60
57;93
57;98
58;63
58;65
58;73
58;74
58;75
58;76
58;86
58;91
58;97
59;64
59;69
59;80
59;88
59;89
59;94
59;99
60;93
61;63
61;66
61;71
61;74
61;78
61;82
61;85
61;88
61;91
61;92
61;94
61;95
61;96
61;97
61;99
62;67
62;69
62;92
63;66
63;70
63;72
63;73
63;74
63;78
63;83
63;91
63;97
63;123
63;126
63;127
63;133
63;138
64;69
64;79
64;82
64;88
64;89
64;92
64;99
65;74
65;75
65;76
65;86
65;97
66;70
66;78
66;84
66;85
66;88
66;90
66;91
66;94
66;95
66;96
66;99
67;69
67;71
67;80
67;82
67;88
67;89
67;90
67;92
67;94
67;95
67;96
67;97
67;99
68;72
68;87
68;119
69;79
69;80
69;81
69;82
69;88
69;89
69;90
69;92
69;94
69;96
69;99
70;78
70;85
70;91
70;121
70;126
70;127
70;138
70;149
71;74
71;78
71;82
71;88
71;92
71;94
71;95
71;96
71;97
71;99
72;73
72;83
72;87
72;119
72;123
72;126
72;133
72;146
73;74
73;78
73;91
73;97
73;133
74;75
74;78
74;86
74;91
74;97
75;76
75;86
75;91
75;97
76;77
76;86
77;86
77;110
77;111
77;116
77;123
77;133
77;147
78;85
78;91
78;94
78;95
78;96
78;97
78;99
78;126
78;127
78;138
79;80
79;81
79;82
79;92
80;81
80;82
80;89
80;92
80;94
80;99
81;82
81;89
81;92
82;88
82;89
82;92
82;94
82;95
82;96
82;99
83;101
83;111
83;113
83;119
83;123
83;126
83;127
83;133
83;134
83;138
83;142
83;146
83;149
84;88
84;90
84;94
84;95
84;96
84;99
85;91
85;138
88;89
88;90
88;92
88;94
88;95
88;96
88;99
89;90
89;92
89;94
89;96
89;99
90;92
90;94
90;95
90;96
90;99
91;97
91;126
91;127
91;138
92;94
92;95
92;96
92;99
93;98
94;95
94;96
94;99
95;96
95;97
95;99
96;97
96;99
97;99
100;104
100;136
100;143
100;144
101;113
101;114
101;121
101;123
101;126
