,model,name,avg_fit_time,avg_score_time,r2,mse,mae,maxE
0,ABR min_samples_leaf=100,BinAll,15.06967298189799,1.0438965956370037,0.31705430398506257,3266.2150672427692,46.20988178178714,236.93585236072377
1,ABR min_samples_leaf=100,BinAllNoDay,8.87548009554545,0.7153353691101074,0.30594161510168644,3318.761039124293,46.924747970650095,235.87583521975435
2,ABR min_samples_leaf=100,BinAllNoDayNoOut,6.928624868392944,0.6655584176381429,0.2745022604661475,3502.6034452383733,48.68166954103602,232.98400809100508
3,ABR min_samples_leaf=100,BinAllNoDayNoOut20Attr,14.693060239156088,0.26963432629903156,-0.06845104699353444,5160.132717464301,60.461221423617076,229.45003407058195
4,ABR min_samples_leaf=100,BinAllNoDayNoOut10Attr,8.954566160837809,0.24742372830708823,-0.1883728478787825,5718.199566580493,63.98214376324483,215.25332009169463
5,ABR min_samples_leaf=200,BinAll,16.876213550567627,1.0332651138305664,0.2704656667406657,3492.1134297033623,49.506774269059,227.4355544647605
6,ABR min_samples_leaf=200,BinAllNoDay,7.863186359405518,0.678282896677653,0.23892162284774832,3639.555436070466,50.82410576072598,221.9425063672379
7,ABR min_samples_leaf=200,BinAllNoDayNoOut,5.831002871195476,0.5597890218098959,0.21709457388111772,3782.324831967199,51.92281463351105,222.22787269205756
8,ABR min_samples_leaf=200,BinAllNoDayNoOut20Attr,12.224129756291708,0.246563990910848,-0.09362856206083651,5278.624392886981,61.816350114690486,217.01070976738356
9,ABR min_samples_leaf=200,BinAllNoDayNoOut10Attr,7.4583048820495605,0.21302008628845215,-0.17572300661971085,5676.467995442718,64.5098318478218,211.43132696876373
