,model,name,avg_fit_time,avg_score_time,r2,mse,mae,maxE
0,"nn (3,3,3)",BinAll,12.95908029874166,0.01040498415629069,-0.03224254868639801,5155.3604698659565,50.88684513864744,266.5426138033813
1,"nn (3,3,3)",BinAllNoDay,13.497434059778849,0.005211353302001953,-0.09879561526626586,5459.879418012014,53.67704539134576,268.69219215203435
2,"nn (3,3,3)",BinAllNoDayNoOut,11.2330801486969,0.010407050450642904,0.3098484145696166,3340.015593566551,44.65527910214834,257.46399487187256
3,"nn (3,3,3)",BinAllNoDayNoOut20Attr,9.02862842877706,0.010416110356648764,-0.6644030459088192,8112.431733834198,67.22125642962402,280.0342856718502
4,"nn (3,3,3)",BinAllNoDayNoOut10Attr,4.760655641555786,0.010417461395263672,-0.071780037959614,5205.401487696883,56.695335734449664,226.52375225291686
5,"nn (5,5,5,3)",BinAll,18.6626931031545,0.0208438237508138,-0.10724684213104929,5217.485208564717,56.77426960321793,292.35997766162956
6,"nn (5,5,5,3)",BinAllNoDay,18.181026538213093,0.020844697952270508,-0.2625829113499401,6151.575299748581,57.74733723497834,278.20260064226323
7,"nn (5,5,5,3)",BinAllNoDayNoOut,14.457639694213867,0.01563103993733724,0.16545576032648637,4018.8669903110463,49.80106590929634,253.5174163409183
8,"nn (5,5,5,3)",BinAllNoDayNoOut20Attr,13.019090414047241,0.01042024294535319,-0.5541906576211936,7441.424972691387,64.35223010255471,277.9162110631528
9,"nn (5,5,5,3)",BinAllNoDayNoOut10Attr,12.56294322013855,0.015626271565755207,-0.3003998695173462,6225.932172997925,60.8840404187845,270.14572047885355
