0;1
0;2
0;3
0;5
0;7
0;9
0;12
0;16
0;18
0;22
0;27
0;29
0;33
0;39
0;40
0;41
0;42
0;49
0;51
0;62
0;63
0;68
0;69
0;71
0;72
0;86
0;89
0;93
0;95
0;100
0;103
0;109
0;113
0;116
0;126
0;130
0;137
0;142
0;144
0;159
0;188
0;196
0;207
0;210
0;229
0;236
0;250
0;275
0;279
0;285
0;287
0;295
0;300
0;302
0;322
0;328
0;340
0;358
0;359
0;360
0;364
0;379
0;397
0;420
0;427
0;445
0;460
0;477
0;488
0;519
0;520
0;534
0;553
0;584
0;599
0;600
0;603
0;608
0;630
0;640
0;651
0;823
0;831
0;870
0;876
0;909
0;910
0;915
0;955
1;2
1;3
1;4
1;6
1;7
1;8
1;10
1;12
1;18
1;21
1;24
1;26
1;34
1;37
1;40
1;44
1;68
1;71
1;72
1;77
1;78
1;80
1;84
1;87
1;94
1;95
1;99
1;104
1;105
1;111
1;112
1;114
1;117
1;122
1;125
1;129
1;133
1;135
1;136
1;139
1;140
1;141
1;146
1;154
1;155
1;168
1;169
1;178
1;181
1;186
1;190
1;198
1;200
1;212
1;233
1;251
1;253
1;256
1;260
1;261
1;266
1;268
1;270
1;275
1;277
1;300
1;302
1;309
1;321
1;323
1;327
1;335
1;345
1;346
1;348
1;351
1;361
1;362
1;372
1;379
1;381
1;387
1;392
1;406
1;415
1;424
1;434
1;442
1;443
1;446
1;448
1;458
1;464
1;494
1;509
1;522
1;552
1;555
1;566
1;577
1;634
1;650
1;655
1;685
1;689
1;702
1;719
1;723
1;724
1;731
1;733
1;735
1;737
1;739
1;744
1;754
1;762
1;772
1;781
1;782
1;801
1;821
1;851
1;853
1;856
1;858
1;869
1;898
1;915
1;916
1;919
1;928
1;933
1;936
1;975
1;992
2;5
2;14
2;15
2;28
2;131
2;156
2;200
2;294
2;322
2;384
2;434
2;491
2;564
2;605
2;706
2;718
2;783
2;818
2;921
2;932
2;957
2;981
2;982
3;4
3;9
3;20
3;23
3;24
3;31
3;32
3;45
3;56
3;88
3;90
3;94
3;120
3;128
3;191
3;198
3;204
3;214
3;241
3;247
3;262
3;270
3;282
3;283
3;307
3;308
3;362
3;430
3;450
3;511
3;569
3;689
3;697
3;708
3;743
3;789
3;824
3;927
3;935
3;942
4;11
4;14
4;19
4;35
4;38
4;48
4;59
4;63
4;78
4;84
4;120
4;175
4;180
4;214
4;234
4;272
4;306
4;321
4;393
4;395
4;425
4;500
4;567
4;663
4;805
4;890
4;906
4;981
4;996
5;6
5;8
5;11
5;22
5;30
5;35
5;39
5;42
5;45
5;55
5;64
5;66
5;92
5;93
5;96
5;108
5;121
5;126
5;127
5;145
5;153
5;170
5;206
5;229
5;231
5;232
5;239
5;245
5;253
5;254
5;283
5;298
5;299
5;310
5;316
5;334
5;357
5;370
5;373
5;378
5;461
5;481
5;510
5;574
5;617
5;632
5;697
5;764
5;771
5;797
5;813
5;837
5;839
5;913
5;964
5;992
5;999
6;25
6;37
6;43
6;48
6;79
6;107
6;117
6;127
6;172
6;205
6;499
6;505
6;514
6;595
6;605
6;661
6;729
6;782
6;876
6;895
7;67
7;695
7;710
7;772
8;21
8;28
8;31
8;50
8;87
8;141
8;174
8;417
8;437
8;664
8;711
8;741
8;892
8;937
9;10
9;15
9;19
9;25
9;29
9;30
9;32
9;36
9;41
9;43
9;44
9;82
9;101
9;102
9;110
9;150
9;172
9;193
9;217
9;219
9;244
9;562
9;699
9;721
9;871
9;947
10;33
10;47
10;57
10;60
10;91
10;115
10;118
10;151
10;153
10;197
10;378
10;458
10;482
10;525
10;716
10;760
10;972
11;13
11;16
11;293
11;429
12;13
12;17
12;23
12;50
12;54
12;67
12;69
12;81
12;92
12;132
12;148
12;226
12;267
12;369
12;575
12;761
12;781
12;857
13;49
13;52
13;152
13;170
13;271
13;452
13;752
14;20
14;53
14;59
14;61
14;189
14;192
14;401
14;449
14;607
14;618
14;673
14;757
14;843
14;950
14;996
15;51
15;73
15;188
15;192
15;273
15;343
15;398
15;609
15;755
15;763
15;930
15;941
16;17
16;70
16;90
16;102
16;167
16;242
16;335
16;429
16;547
16;686
16;918
16;963
17;76
17;176
17;183
17;400
17;501
17;704
17;766
17;922
18;874
19;26
19;177
19;216
19;314
19;517
19;540
19;720
19;785
19;956
20;81
20;187
20;921
20;951
21;132
21;181
21;202
21;289
21;383
21;671
21;727
21;746
22;55
22;122
22;551
22;573
22;582
22;608
22;944
23;27
23;46
23;155
23;189
23;315
23;366
23;367
23;535
23;680
23;799
23;815
23;823
24;119
24;121
24;161
24;508
24;796
24;824
25;257
25;285
25;338
25;415
25;420
25;454
25;657
26;38
26;62
26;206
26;242
26;354
26;416
26;552
26;776
26;819
27;135
27;273
27;324
27;349
27;391
27;408
27;513
27;515
27;591
27;607
27;640
27;853
28;85
28;125
28;230
28;281
28;742
28;784
28;817
28;840
29;88
29;159
29;334
29;541
29;627
30;34
30;297
30;328
30;330
30;364
30;453
30;517
30;581
30;644
30;819
30;874
30;900
30;978
31;54
31;413
31;735
32;36
32;82
32;256
32;339
32;465
32;569
33;149
33;277
33;635
34;46
34;56
34;60
34;157
34;202
34;561
34;827
34;998
35;136
35;208
35;237
35;402
36;740
36;762
37;53
37;64
37;77
37;98
37;99
37;112
37;131
37;133
37;134
37;191
37;212
37;241
37;254
37;284
37;306
37;332
37;344
37;368
37;403
37;490
37;566
37;577
37;588
37;594
37;684
37;738
37;749
37;828
37;861
39;156
39;199
39;209
39;211
39;252
39;289
39;325
39;389
39;540
39;557
39;589
39;700
39;792
39;905
39;909
39;917
39;973
40;65
40;91
40;149
40;301
40;375
40;399
40;425
40;526
40;753
40;822
40;842
40;893
40;995
41;79
41;225
41;228
41;293
41;354
41;600
41;677
41;702
41;920
41;965
42;150
42;246
42;489
42;614
42;617
42;685
42;984
43;52
43;58
43;255
43;262
43;402
43;749
44;65
44;349
44;394
44;443
44;509
44;579
44;744
44;937
45;47
45;259
45;267
45;304
45;603
45;703
45;731
45;734
46;118
46;134
46;158
46;279
46;441
46;508
46;662
46;963
47;58
47;70
47;124
47;140
47;295
47;305
47;405
47;887
48;83
48;205
48;286
48;493
49;352
49;432
49;602
49;895
50;75
50;80
50;116
50;182
50;184
50;612
50;833
50;840
50;934
50;956
51;89
51;123
51;152
51;164
51;177
51;204
51;261
51;361
51;400
51;543
51;567
51;771
52;66
52;73
52;106
52;124
52;143
52;147
52;226
52;248
52;307
52;312
52;333
52;461
52;504
52;621
52;635
52;653
52;737
52;780
52;808
52;811
52;829
52;854
52;872
52;987
53;356
53;748
55;57
55;163
55;330
55;490
55;536
55;538
55;645
55;721
56;74
56;173
56;390
56;708
56;888
57;61
57;101
57;113
57;158
57;183
57;213
57;407
57;417
57;422
57;436
57;456
57;620
57;646
57;671
57;816
57;844
57;860
58;691
59;107
59;109
59;179
59;217
59;822
60;210
60;288
60;310
60;367
60;376
60;453
60;556
60;587
60;788
60;969
60;972
61;314
